"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"State"	"MaxFC"	"InitialState"
"Nlrp1c-ps"	"Nlrp1c-ps"	-0.196337816051589	-0.193513425128645	0.929685014935397	-0.14601988861855	-0.345973088691042	-0.287225510035614	0.425426747041371	"S01"	0.929685014935397	"IS03"
"Hr"	"Hr"	-0.327204444058294	-0.29401460552669	0.92557691189302	-0.330002536457209	-0.314339610551049	-0.257211991393844	0.764611487070713	"S01"	0.92557691189302	"IS03"
"Abcg3"	"Abcg3"	-0.0765867956315196	-0.251279323950498	0.925250083952972	0.270429110304896	-0.319364972108889	-0.554901945939144	0.0422077889943524	"S01"	0.925250083952972	"IS03"
"Gm4258"	"Gm4258"	0.0581784748040227	0.000788574882141578	0.916882998962739	0.0587575043225026	-0.241943734712525	-0.624409085831977	-0.0442943617876212	"S01"	0.916882998962739	"IS03"
"Tnfrsf21"	"Tnfrsf21"	-0.459843585245738	0.172338075183471	0.911907709577928	0.390208325814976	-0.408550746434955	-0.547599115445747	0.337183314480558	"S01"	0.911907709577928	"IS03"
"Mcub"	"Mcub"	-0.215708295236404	-0.223814430474107	0.906003675649781	0.0928859249044935	-0.298946562427926	-0.544451483254852	0.375599850186889	"S01"	0.906003675649781	"IS03"
"Gbp2b"	"Gbp2b"	-0.0843805245249144	-0.259676290077084	0.897669175991686	-0.224620476725153	-0.206381452429637	0.0225523966384255	-0.0357526017679821	"S01"	0.897669175991686	"IS03"
"Dpep2"	"Dpep2"	-0.150159974339263	-0.148894007813269	0.889074306452288	-0.0753361578066504	-0.246183902356739	-0.198860010182567	0.0891937151547222	"S01"	0.889074306452288	"IS03"
"Fam111a"	"Fam111a"	-0.206163190780642	-0.0571098809679998	0.888659023754047	0.0584478002038707	-0.325425580175809	-0.30996903483855	0.181369346928646	"S01"	0.888659023754047	"IS03"
"Ank"	"Ank"	-0.181581113683656	-0.327722174698886	0.875504815930183	-0.0686788911804918	-0.433154463015323	-0.511773626341777	0.742949026015268	"S01"	0.875504815930183	"IS03"
"Csf2ra"	"Csf2ra"	-0.2839703352079	-0.127694933467332	0.870590185310478	-0.35439250061597	-0.381561759244085	-0.27988769252628	0.828666244804339	"S01"	0.870590185310478	"IS03"
"Clec2g"	"Clec2g"	-0.394745736364696	-0.207657539454551	0.859205471116359	0.19968573451948	-0.285997596999046	-0.328377700706263	0.310252191139241	"S01"	0.859205471116359	"IS03"
